0,0
0.1,0.01
0.2,0.04000000000000001
0.3,0.09000000000000002
0.4,0.16
0.5,0.25
0.6000000000000001,0.3600000000000001
0.7000000000000001,0.4900000000000001
0.8,0.6400000000000001
0.9,0.8100000000000001
1,1
1.1,1.21
1.2,1.44
1.3,1.69
1.4,1.96
1.5,2.25
1.6,2.56
1.7,2.890000000000001
1.8,3.24
1.9,3.61
2,4
2.1,4.41
2.2,4.840000000000001
2.3,5.290000000000001
2.4,5.760000000000002
2.5,6.25
2.6,6.760000000000001
2.7,7.290000000000001
2.8,7.840000000000002
2.9,8.410000000000002
3,9
3.1,9.610000000000001
3.2,10.24
3.3,10.89
3.4,11.56
3.5,12.25
3.6,12.96
3.7,13.69
3.8,14.44
3.9,15.21
4,16
4.100000000000001,16.81000000000001
4.2,17.64
4.3,18.49
4.4,19.36
4.5,20.25
4.600000000000001,21.16
4.7,22.09
4.800000000000001,23.04000000000001
4.9,24.01000000000001
5,25
5.100000000000001,26.01000000000001
5.2,27.04
5.300000000000001,28.09000000000001
5.4,29.16
5.5,30.25
5.600000000000001,31.36000000000001
5.7,32.49
5.800000000000001,33.64000000000001
5.9,34.81
6,36
6.100000000000001,37.21000000000001
6.2,38.44
6.300000000000001,39.69000000000001
6.4,40.96000000000001
6.5,42.25
6.600000000000001,43.56000000000001
6.7,44.89
6.800000000000001,46.24000000000001
6.9,47.61000000000001
7,49
7.100000000000001,50.41000000000001
7.2,51.84
7.300000000000001,53.29000000000001
7.4,54.76000000000001
7.5,56.25
7.600000000000001,57.76000000000001
7.7,59.29000000000001
7.800000000000001,60.84000000000001
7.9,62.41
8,64
8.1,65.61
8.200000000000001,67.24000000000002
8.300000000000001,68.89000000000001
8.4,70.56
8.5,72.25
8.6,73.95999999999999
8.700000000000001,75.69000000000001
8.800000000000001,77.44000000000001
8.9,79.21000000000001
9,81
9.1,82.80999999999999
9.200000000000001,84.64000000000001
9.300000000000001,86.49000000000001
9.4,88.36000000000001
9.5,90.25
9.600000000000001,92.16000000000003
9.700000000000001,94.09000000000002
9.800000000000001,96.04000000000002
9.9,98.01000000000001
10,100
